value,rank,color,sigla_uf,state_id,component_id,component_name,dimension_id,dimension_name
"56,52",6,3,ES,32,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"34,92",23,1,GO,52,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"33,13",25,1,MA,21,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"39,75",18,2,MG,31,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"58,93",5,3,MS,50,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"40,11",17,2,MT,51,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"45,67",13,2,PA,15,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"34,02",24,1,PB,25,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"41,13",16,2,PE,26,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"28,26",26,1,PI,22,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"44,32",14,2,PR,41,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"85,09",2,3,RJ,33,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"37,89",20,1,RN,24,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"47,37",10,2,RO,11,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"36,38",22,1,RR,14,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"39,53",19,1,RS,43,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"47,45",9,3,SC,42,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"45,99",12,2,SE,28,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"64,1",4,3,SP,35,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
"26,33",27,1,TO,17,comp_mobilidade__deslocamento_intramunicipal,DESLOCAMENTO INTRAMUNICIPAL,dim_mobilidade,MOBILIDADE
